,Job Title,Job Description,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,company,age,python_yn,R_yn,spark,aws,gcp,azure,sql,excel,job_simp,seniority,desc_len
272,Big Data Engineer,"Aglomeração Urbana de Jundiaí, Jundiaí - SP, Brasil - Vivência com desenvolvimento de soluções de dados, utilizando Databricks (Spark) na plataforma Microsoft.

Conhecimentos técnicos importantes ao projeto:
Experiência com metodologia Scrum
Arquitetura de Soluções (Hybrid Cloud)
Databricks (Spark)
Desenvolvimento Microsoft Power BI (Avançado)
Banco de Dados SQL Server
Azure
Arquitetura de dados
SQL Server Analysis Services (On-Premises e como serviço no Azure)
SQL Server Intregration Services
Azure Data Factory",3.5,Brazil,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),DataEx,-1,0,0,1,0,0,1,1,0,data engineer,na,517
273,Data Engineer,"Make what you do here make a difference around the world.

As an enterprise producing millions of appliances each year and counting more than 50.000 employees, Electrolux is already generating massive amounts of data in hundreds of systems across the globe from sales to sensors in factory robots or smart home appliances. And with an explosion of IoT devices just around the corner, these data volumes are expected to grow in the near future by an order of magnitude or more.
A typical day

The engineering challenges involved in storing, processing and analyzing data at this scale, velocity and complexity are simply too much for traditional enterprise solutions, so our small team of Data Engineers are currently building a scalable data platform in the cloud to address these challenges and help transform Electrolux into a fundamentally data-driven company.
You will work as part of the Electrolux Data Science team, a key enabler of the company’s digital agenda and the Groups Center of Excellence with regards to Big Data.
Working alongside both Data Engineers and Data Scientists, your responsibilities include platform work (solution design and implementation of stream processing, ETL and pipeline automation tool chains) as well as concrete pipeline tasks (configuring data flows from source systems to the data lake and/or various lake shore access layer stacks).

As part of the culture of continuous improvement, you will be involved in Lean Thinking projects and activities (EMS/C2W).
Who you are

A leader – you have a vision and a purpose, and you can inspire and influence others to not only share it, but apply their abilities to achieving it.
Agile – you work with urgency, analyzing and adapting to different situations, quickly understanding changes and reacting confidently and decisively.
Influential – you have a vision and a purpose, and you can inspire and influence others to not only share it, but apply their abilities to achieving it.
Open – You keep the consumer and customer front of mind, bringing an outside-in perspective to encouraging cross-collaboration, utilizing diversity and encouraging open feedback.
Energetic – Your enthusiasm is infectious and inspires and engages your colleagues and collaborators to achieve, deliver, be accountable and own their work. You’ll also have the stamina essential to delivering results in both the short and long term.
Minimum Qualification
Education & experience
(Minimum qualifications)
Hands on experience in AWS or Azure
Solid command of one or more of: Java, Scala, Python
Good understanding of data structures and database technologies
Comfortable in Linux/bash
Experience with good software practices: Version control (git), CI/CD, writing maintainable code, KISS, DRY, SOLID, etc.
Self-motivated, fast learner, technology agnostic, pragmatic
B.Sc. in Computer Science (or equivalent)
Advanced English
Preferred:
M.Sc. in Computer Science
Experience in data engineering (non-drag and drop ETL, data wrangling, data quality, warehousing, etc.)
Experience with open source/open standards big data technologies, e.g.: Spark, Hive, HBase, Cassandra, Drill, Databricks, EMR/HDInsight, etc.
Experience with streaming data technology and uses: Kafka/Kinesis, Confluent Platform, Flink, Samza, Spark Streaming, Druid, ElasticSearch, etc.
Experience in cloud solution design
Experience from both startup (Lean/Agile) and enterprise (more waterfall-like) environments
As part of Electrolux, we will continuously invest in you and your development. There are no barriers to where your career could take you.

#LI-JG1",3.9,Brazil,10000+ Employees,1919,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Electrolux,101,1,0,1,1,0,1,0,1,data engineer,na,3590
274,Data Engineer,"O Consulta Remédios, maior portal do varejo farmacêutico do Brasil e 6º maior portal farma do mundo, com mais de 25 milhões de usuários únicos mensais.

Estamos à procura de um Data Engineer, será responsável por construir processos ETL, modelos de dados e relatórios, coletando dados das mais diversas fontes, bem como propor novas infra estruturas e ferramentas, para aumentar a produtividade de quem gera e consome os dados.

Suas principais atividades serão:
Arquitetar sistemas distribuídos;
Criar pipelines confiáveis;
Combinar fontes de dados;
Criar a arquitetura de soluções;
Manter a base de dados sempre atualizada, com novas fontes de dados e integridade das atuais;
Criar e manter data Pipeline de Big Data (Ingestão de Dados, pré-cálculo e cálculo);
Garantir qualidade e monitoramentos dos pipelines;
Criar e manter nossos workflows de coleta de dados abertos e de bases de parceiros;
Otimização de processos de ETL para garantir menor custo e tempo de execução;
Otimização dos ETL em nossos bancos SQL e No-SQL.
Benefícios:

Desenvolvimento profissional;
Horário semi-flexível (8 horas/dia de segunda a sexta);
Vale-refeição ou alimentação;
Vale-transporte;
Seguro de vida;
Plano de saúde;
Desconto na compra de medicamentos;
Desconto em Universidades e Escolas de Inglês.
E ainda mais:
Desenvolvimento profissional;
Frutas à vontade;
Vivência em um ambiente de Startup.

Fazemos a diferença na vida das pessoas e do mundo. Estamos crescendo rápido e esperamos que você nos ajude nessa jornada incrível!

O que é indispensável?
Superior completo em Engenharia de Dados, Big Data Analytics, Engenharia da Computação ou áreas relacionadas.
Experiência com Engenharia de Dados, Desenvolvimento de Software ou similares.
Experiência em desenvolvimento PostgreSQL
Experiência em cargas ETL;
Domínio de conceitos de Camada Semântica;
Conhecimentos DAX e Experiência com Power BI e similares;
Experiência em modelagem de construção de Data Warehouse;
Experiência com linguagens de script orientadas a objetos / funções de objetos: R, Python, Ruby.
E claro muita vontade de fazer a diferença e mudar a vida de muitas pessoas.",3.9,Brazil,1 to 50 Employees,2000,Company - Private,-1,-1,$5 to $10 million (USD),Consulta Remédios,20,1,0,0,0,0,0,1,0,data engineer,na,2131
275,Data Engineer,"Buscamos um profissional com foco em dados para integrar equipe de Data Science, voltada aos produtos da empresa.
Queremos alguém com capacidade para tomar decisões técnicas tanto sozinho, quanto em conjunto com a equipe.

Responsabilidades e atribuições
Desenvolver ETLs e pipelines de integração de dados;
Montar e manter um data lake;
Fazer experimentos e decidir por tecnologias que mais se adequam a cada cenário;
Auxiliar equipes de produtos a modelar os dados de formas eficientes;
Desenvolver sistemas robustos, escaláveis e prontos para produção;
Pensar soluções ponta-a-ponta junto com nossos desenvolvedores e cientistas de dados.

Requisitos e qualificações
Graduação em Ciência da Computação ou afins;
Experiência com desenvolvimento e implantação de ETLs;
Trabalhado com ferramentas de engenharia e ingestão de dados;
Conhecimento avançado em SQL, bancos de dados relacionais e não relacionais;
Familiaridade com gerenciamento serviços de cloud, especialmente AWS;
Conseguir desenvolver testes automatizados.

Informações adicionais
Seus benefícios:
Horário de trabalho flexível;
Benefício alimentação/refeição;
Vale Transporte, Estacionamento gratuito e Bicicletário;
BENEFLEX - Plano de benefícios flexíveis que você pode customizar (academia, vestuário, educação, gasolina, etc);
Plano de Saúde e Odontológico (sem desconto nenhum do seu salário);
Frutinhas, café, chás, biscoitos e bolachas todos os dias;
Ginástica Laboral;
Convênio com SESC e ACATE;
No dress code;
Happy hour para celebrações!
Em nossa área de convivência você pode relaxar em nosso grande sofá ou participar dos campeonatos de sinuca, games, baralho ou pebolim.
Você trabalhará em nossa sede, no coração da linda cidade de Florianópolis em um ambiente que se orgulha por ser moderno, aconchegante e com um belo visual!",3.9,Brazil,51 to 200 Employees,2006,Company - Private,-1,-1,$10 to $25 million (USD),Ahgora Sistemas,14,0,0,0,1,0,0,1,0,data engineer,na,1806
276,Jr Software Engineer - Finance Operations,"Jr Software Engineer - Finance Operations
The Software Engineering team delivers next-generation software application enhancements and new products for a changing world. Working at the cutting edge, we design and develop software for platforms, peripherals, applications and diagnostics — all with the most advanced technologies, tools, software engineering methodologies and the collaboration of internal and external partners.
Join us as a Engineer on our Software Engineer team in Brazil to do the best work of your career and make a profound social impact.
Key Responsibilities
As a software engineer in the LATAM Finance IT teams, you will work with challenging and innovative projects, participating in agile teams that will give you the opportunity to learn and put your knowledge into practice in a collaborative environment.
You will
Develop high tech software in an agile teams
Participate in various technology projects
Create technology solutions for business problems
Essential Requirements
Basic knowledge of client/server networks
Ability to effectively communicate business issues to the appropriate level
Programming notions
Desirable Requirements
Notions and minimum experience with C# and SQL programming
Dell Technologies is a unique family of businesses that helps organizations and individuals build their digital future and transform how they work, live and play—providing customers with the industry’s broadest and most innovative technology and services portfolio. We value our customers, winning together, innovation, results and integrity. Grow your career with a highly competitive salary, bonus programs, world-class benefits and unparalleled learning and development opportunities— all at a company that is proud to be diverse and inclusive. Learn more on how we are closing the diversity gap.
Closing date: 26 February 2021
Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Employment Opportunity Policy here.",4.2,Brazil,10000+ Employees,1984,Company - Public,IT Services,Information Technology,$10+ billion (USD),Dell Technologies,36,0,0,0,1,0,0,1,0,software engineer,jr,2798
277,Jr Software Engineer - Finance Operations,"Jr Software Engineer - Finance Operations
The Software Engineering team delivers next-generation software application enhancements and new products for a changing world. Working at the cutting edge, we design and develop software for platforms, peripherals, applications and diagnostics — all with the most advanced technologies, tools, software engineering methodologies and the collaboration of internal and external partners.
Join us as a Engineer on our Software Engineer team in Brazil to do the best work of your career and make a profound social impact.
Key Responsibilities
As a software engineer in the LATAM Finance IT teams, you will work with challenging and innovative projects, participating in agile teams that will give you the opportunity to learn and put your knowledge into practice in a collaborative environment.
You will
Develop high tech software in an agile teams
Participate in various technology projects
Create technology solutions for business problems
Essential Requirements
Basic knowledge of client/server networks
Ability to effectively communicate business issues to the appropriate level
Programming notions
Desirable Requirements
Notions and minimum experience with C# and SQL programming
Dell Technologies is a unique family of businesses that helps organizations and individuals build their digital future and transform how they work, live and play—providing customers with the industry’s broadest and most innovative technology and services portfolio. We value our customers, winning together, innovation, results and integrity. Grow your career with a highly competitive salary, bonus programs, world-class benefits and unparalleled learning and development opportunities— all at a company that is proud to be diverse and inclusive. Learn more on how we are closing the diversity gap.
Closing date: 26 February 2021
Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Employment Opportunity Policy here.",4.5,Brazil,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),Dell Technologies,-1,0,0,0,1,0,0,1,0,software engineer,jr,2798
278,Data Engineer,"Vivência com desenvolvimento de soluções de dados na plataforma Microsoft.
Conhecimentos técnicos importantes ao projeto:
Arquitetura de soluções
Azure
Arquitetura de dados
Banco de dados SQL Server
SQL Server Analysis Services (On-Premises e como serviço no Azure)
SQL Server Intregration Services
SQL Server Reporting Services
Azure Data Factory
Microsoft Power BI
Azure Databricks

Desejável certificações:
- 70-462 - Administering Microsoft SQL Server 2012 Databases
- 70-464 - Developing Microsoft SQL Server Databases
- 70-465 - Designing Database Solutions for Microsoft SQL Server

Local: Home office.
Tipo de contratação: PJ ou CLT.
Salario: a combinar.",5.0,Brazil,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),Hagloo,-1,0,0,0,0,0,1,1,0,data engineer,na,662
279,Data Engineer,"Aglomeração Urbana de Jundiaí, Jundiaí - SP, Brasil - Vivência com desenvolvimento de soluções de dados na plataforma Microsoft.

Conhecimentos técnicos importantes ao projeto:
Arquitetura de soluções
Azure
Arquitetura de dados
Banco de dados SQL Server
SQL Server Analysis Services (On-Premises e como serviço no Azure)
SQL Server Intregration Services
SQL Server Reporting Services
Azure Data Factory
Microsoft Power BI
Azure Databricks",3.5,Brazil,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),DataEx,-1,0,0,0,0,0,1,1,0,data engineer,na,438
280,Data Engineer,"Descrição da empresa
Desenvolvemos soluções tecnológicas e de inteligência de dados aplicadas ao negócio e ao desenvolvimento das pessoas. A nossa essência é estruturar e acelerar a implantação da cultura data driven nas organizações. O nosso propósito é empoderar as pessoas por meio dos dados.
Site: http://www.a3data.com.br

Descrição do emprego
Ei Engenheirx de Dados! Você tem experiência com as plataformas em nuvem AWS, Azure ou GCP, ou com as plataformas Hadoop ou Spark?
Tem experiência com entendimento, importação, higienização e manipulação dos dados, criação e implantação de pipeline de dados, e gosta de arquitetura de dados?
Quer trabalhar em um ambiente colaborativo, com desafios diferentes em uma empresa que te valoriza? Essa oportunidade é para você!

Qualificações
Projetos com metodologia Ágil (Scrum)
Desenvolvimento Phyton, Hive, Shellscript
Banco de dados não relacionais – Hbase, Cassandra, MongoDB
Utilização PySpark, SparkR ou PL/SQL para analise exploratória dos dados
Extração de dados de diversas fontes como API, SFTP, Diretório Mapeado e com banco de dados como SQL e No-SQL
Preparação dos dados para modelagem preditiva e prescritiva
Integração das plataformas de visualização de dados com Cloud",-1.0,Brazil,-1,-1,-1,-1,-1,-1,A3Data,-1,0,0,1,1,1,1,1,0,data engineer,na,1230
281,Data Visualization Solutions Engineer,"What We Need:
Do you want to work on the most innovative digital transformation initiatives in the world? Are you ready to collaborate with teams in the United States and throughout Latin America? Can you help one of the fastest-growing Digital Transformation Consultancies in the Americas create the digital future?

Lima Consulting Group is looking for an exceptional, highly motivated Digital Analytics Solutions Engineer, who is eager to be part of a fast-growing international digital transformation consultancy. You will be part of a team that is experiencing rapid growth and was ranked as one of Philadelphia’s 100 Fastest Growing Firms by the Philadelphia Business Journal.

You will work remotely from anywhere in Brazil with our Porto Alegre and Sao Paulo teams to serve our customers throughout the Americas.

At Lima Consulting Group we are looking for individuals who understand the connection between business problems and technology solutions and have the professional and personal skills to create the digital future with and for the world’s leading brands.

Role Description:
Our Solutions Engineers tackle complex digital marketing missions within a multi-disciplinary team. You will deploy and optimize the world’s leading digital marketing clouds. Leverage your proficiency in PHP, .NET, HTML, AJAX and JQuery/JavaScript alongside our online marketing team to manage the technical aspects of customer data platforms (CDPs), Tag Management Systems (TMS) SEO, PPC, marketing automation campaigns, digital analytics, and much, much more.

Responsibilities:
Design and implement digital analytics solutions using a variety tools and technologies consistently across our client’s digital
properties. (Adobe Analytics, Launch, Target, etc.).

Install digital data governance infrastructure to protect and maintain the integrity of our clients’ digital data. This primarily
includes a global solution design reference, technical specifications, and architectural diagrams.

Develop a data quality metrics framework which includes dashboard/scorecard, and monitoring (alerts/triggers).

Publish data validation results and implementation updates on a regular basis in order to ensure that digital tag requests for both
internal and external clients are executed accurately and efficiently, maintaining data integrity.

Validate the data across reporting and analyzing systems are accurate and align to how the business defines them.

Execute quality assurance or user acceptance testing of analytics site tags.

Configure web analytics systems, as needed, to ensure proper data capture and organization.

Quickly respond to client requests while also driving the project to completion

Other Duties:

Earns the Adobe Analytics Developer and Adobe Experience Platform Certificates within 6 months

Maintains professional and technical knowledge by attending educational workshops; researching trends, following market activities, M&A activity, reviewing professional publications; establishing personal networks; monitoring competitors, benchmarking state-of-the-art practices; participating in professional societies

Contributes regularly (at least once a quarter) to the LCG Blog and Twitter feeds

Stays current on industry trends, market activities, and competitors

Eligibility Requirements:
Eligible to travel Internationally (USA) when needed
Master’s Degree or equivalent industry experience
10+ years’ experience in industry
Proven track record of leadership, collaboration, and talent development within a multi-disciplinary team
Understanding of Customer Data Platforms, Data Management Platforms, Ad Tech, and any of the web analytics and/or Business Intelligence tools such as Adobe Analytics, Google Analytics, Cognos, Qlik, Business Objects, Informatica, MicroStrategy, Tableau etc…

Preferred Candidates:
Excellent relationship management, strong influencing, and communication skills at senior level
Experience of Agile and DevOps
A history of leading customer engagements from a technical perspective as part of a broader team of experts
Experience with SQL or other programming languages (R, Python, Java, and/or C++)
Development experience in at least one scripting language (R, PHP, Perl, Python, etc.)
Experience with streaming data systems and complex event processing: Kafka preferred.
Experience with Big Data, Master Data Management (MDM), Data Visualization, and/or Data Virtualization for both structured and/or unstructured data
Highly polished interpersonal and communication skills.
High degree of initiative, with the ability to evaluate situations and make recommendations",4.0,Brazil,1 to 50 Employees,2004,Company - Private,-1,-1,Less than $1 million (USD),"Lima Consulting Group, LLC",16,1,0,0,0,0,0,1,1,na,na,4618
282,Salesforce Principal Software Engineer,"Salesforce Principal Software Engineer
The Software Engineering team delivers next-generation software application enhancements and new products for a changing world. Working at the cutting edge, we design and develop software for platforms, peripherals, applications and diagnostics — all with the most advanced technologies, tools, software engineering methodologies and the collaboration of internal and external partners.
Join us as a Salesforce Principal Software Engineer on our Information Technology team in Eldorado do Sul or São Paulo (remote) to do the best work of your career and make a profound social impact.

What you’ll achieve
As an IT Principal Software Engineer, you will deliver products and improvements for a changing world. Working at the cutting edge, you will craft and develop software for platforms, peripherals, applications and diagnostics — all with the most sophisticated technologies, tools, software engineering methodologies and partnerships.

You will:
Develop technical solutions to meet business requirements
Assist in training, work assignment and mentoring of less experienced developers
Provide training and mentor other engineers when required
Be a domain specialist in one or more technical programming specialties

Take the first step towards your dream career
Every Dell Technologies team member brings something unique to the table. Here’s what we are looking for with this role:

Essential Requirements
Ability to apply extensive knowledge of application programming and analysis
Proven experience in software development methodologies
Detailed understanding of key business processes
Ability to communicate and translate needs to technical solutions
Advanced knowledge of automated testing tools and procedures

Desirable Requirements
8+ years of validated experience
Bachelor’s degree in computing engineering or computer science

Here’s our story; now tell us yours
Dell Technologies helps organizations and individuals build a brighter digital tomorrow. Our company is made up of more than 150,000 people, located in over 180 locations around the world. We’re proud to be a diverse and inclusive team and have an endless passion for our mission to drive human progress.
What’s most important to us is that you are respected, feel like you can be yourself and have the opportunity to do the best work of your life - while still having a life. We offer excellent benefits, bonus programs, flexible work arrangements, a variety of career development opportunities, employee resource groups, and much more.
We started with computers, but we didn’t stop there. We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the data era. Join us and become a part of what’s next in technology, starting today.
You can also learn more about us by reading our latest Diversity and Inclusion Report and our plan to make the world a better place by 2030 here.
Application closing date: 03 March 2021.

Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Equal Employment Opportunity Policy here.",4.2,Brazil,10000+ Employees,1984,Company - Public,IT Services,Information Technology,$10+ billion (USD),Dell Technologies,36,0,0,0,1,0,0,0,1,software engineer,senior,3984
283,Data Engineer | Full Remote,"Você é a Nossa Melhor Tecnologia!

Somos mais de 900 experts em desenvolvimento de produtos digitais, combinamos metodologias de design, desenvolvimento ágil e novas tecnologias para transformar negócios. Hoje estamos 100% remoto e vamos continuar anywhere! Atualmente estamos entre as TOP 5 das Melhores Empresas para se Trabalhar - Great Place to Work®️ Nacional e de Tecnologia da Informação, 2020!

O que esperamos de você?
Paixão por tecnologia! <3>
Ser fera na construção e arquitetura de pipelines de dados; Programar em Python, Java ou Scala; Conhecer Teste Unitário;Integração Contínua(CI) / Deploy Contínuo(CD); Versionamento (Github, GitLab ou BitBucket); Computação Distribuída (Spark); Orquestrador (Airflow ou Rundeck); Ferramenta de exploração (Jupyter ou Zeppelin); container (Docker, Kubernetes); DB Sql (Mysql, Postgres, Oracle); NoSql (ElasticSearch, MongoDB); Cloud (AWS, Azure, GCP, Dataviz).
Ser uma pessoa colaborativa e gostar de trabalhar em equipe!

Além disso, o que também seria legal você saber?
Metodologias ágeis.

Veja alguns de nossos benefícios!
Plano de Saúde; Plano Odontológico; Seguro de Vida; Vale Refeição; Vale Alimentação; Café da Manhã; Horário Flexível; Home Office; Sem Dress Code; Dextra Snacks; Espaço Fun; Gympass; Biblioteca; Bicicletário; Vestiário; Programa de Mentoria; Plano de carreira; Eventos constantes de compartilhamento de experiências e conhecimentos; Benefícios flexíveis. Para saber mais, fale com a gente!

A Dextra!
Somos especialistas em desenvolvimento de software sob medida dentro da unidade de Transformação Digital do Grupo Mutant. Iniciamos nossos desafios em 2002 e desde então estamos crescendo exponencialmente, presentes no ranking GPTW desde 2009, superando quase 2K de projetos entregues, somando a cultura ágil à rotina de centenas de clientes.

Estamos presentes em Campinas (SP), São Paulo (SP), Curitiba (PR), Ponta Grossa (PR), Florianópolis (SC) e Miami (EUA), mas também temos profissionais atuando 100% remotos.

Atuamos na criação e desenvolvimento de produtos digitais, pioneiros na adoção de metodologias de gestão ágil, combinamos processos de design, UX, novas tecnologias e visão de negócio, desenvolvendo soluções que criam novas oportunidades para nossos clientes.

Cultura!
A nossa cultura é um motivo de orgulho! Por isso é o nosso maior diferencial. Levamos em consideração o comprometimento com o cliente e com a equipe; A valorização da capacidade técnica, da produtividade e da inovação; A colaboração; A Confiança na capacidade das pessoas e Transparência nas relações.

Diversidade!
Apoiamos pessoas independentemente de raça, cor, ancestralidade, religião, sexo, nacionalidade, orientação sexual, idade, cidadania, estado civil, deficiência, identidade de gênero, nível sócio econômico ou qualquer outra característica individual.

Carreira!
Oferecemos todo o apoio para que as pessoas se desenvolvam pessoal e profissionalmente, através de plano de carreira, programa de mentoria, ambiente desafiador e oportunidades de aprendizados constantes.

Então, se você também valoriza tudo isso, curte tecnologias de ponta, muito aprendizado e gosta de novos desafios, aqui é o seu lugar! Isso é a Dextra!

Seja livre para criar e evoluir.

Conheça mais a Dextra pelos nossos canais:

Linked In | Facebook | Instagram | Twitter | Blog | Be Dextra

Voltar para as vagas.",4.6,Brazil,501 to 1000 Employees,2002,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Dextra,18,1,0,1,1,1,1,1,0,data engineer,na,3365
284,Data Engineer | Full Remote,"Você é a Nossa Melhor Tecnologia!

Somos mais de 900 experts em desenvolvimento de produtos digitais, combinamos metodologias de design, desenvolvimento ágil e novas tecnologias para transformar negócios. Hoje estamos 100% remoto e vamos continuar anywhere! Atualmente estamos entre as TOP 5 das Melhores Empresas para se Trabalhar - Great Place to Work®️ Nacional e de Tecnologia da Informação, 2020!

O que esperamos de você?
Paixão por tecnologia! <3>
Ser fera na construção e arquitetura de pipelines de dados; Programar em Python, Java ou Scala; Conhecer Teste Unitário;Integração Contínua(CI) / Deploy Contínuo(CD); Versionamento (Github, GitLab ou BitBucket); Computação Distribuída (Spark); Orquestrador (Airflow ou Rundeck); Ferramenta de exploração (Jupyter ou Zeppelin); container (Docker, Kubernetes); DB Sql (Mysql, Postgres, Oracle); NoSql (ElasticSearch, MongoDB); Cloud (AWS, Azure, GCP, Dataviz).
Ser uma pessoa colaborativa e gostar de trabalhar em equipe!

Além disso, o que também seria legal você saber?
Metodologias ágeis.

Veja alguns de nossos benefícios!
Plano de Saúde; Plano Odontológico; Seguro de Vida; Vale Refeição; Vale Alimentação; Café da Manhã; Horário Flexível; Home Office; Sem Dress Code; Dextra Snacks; Espaço Fun; Gympass; Biblioteca; Bicicletário; Vestiário; Programa de Mentoria; Plano de carreira; Eventos constantes de compartilhamento de experiências e conhecimentos; Benefícios flexíveis. Para saber mais, fale com a gente!

A Dextra!
Somos especialistas em desenvolvimento de software sob medida dentro da unidade de Transformação Digital do Grupo Mutant. Iniciamos nossos desafios em 2002 e desde então estamos crescendo exponencialmente, presentes no ranking GPTW desde 2009, superando quase 2K de projetos entregues, somando a cultura ágil à rotina de centenas de clientes.

Estamos presentes em Campinas (SP), São Paulo (SP), Curitiba (PR), Ponta Grossa (PR), Florianópolis (SC) e Miami (EUA), mas também temos profissionais atuando 100% remotos.

Atuamos na criação e desenvolvimento de produtos digitais, pioneiros na adoção de metodologias de gestão ágil, combinamos processos de design, UX, novas tecnologias e visão de negócio, desenvolvendo soluções que criam novas oportunidades para nossos clientes.

Cultura!
A nossa cultura é um motivo de orgulho! Por isso é o nosso maior diferencial. Levamos em consideração o comprometimento com o cliente e com a equipe; A valorização da capacidade técnica, da produtividade e da inovação; A colaboração; A Confiança na capacidade das pessoas e Transparência nas relações.

Diversidade!
Apoiamos pessoas independentemente de raça, cor, ancestralidade, religião, sexo, nacionalidade, orientação sexual, idade, cidadania, estado civil, deficiência, identidade de gênero, nível sócio econômico ou qualquer outra característica individual.

Carreira!
Oferecemos todo o apoio para que as pessoas se desenvolvam pessoal e profissionalmente, através de plano de carreira, programa de mentoria, ambiente desafiador e oportunidades de aprendizados constantes.

Então, se você também valoriza tudo isso, curte tecnologias de ponta, muito aprendizado e gosta de novos desafios, aqui é o seu lugar! Isso é a Dextra!

Seja livre para criar e evoluir.

Conheça mais a Dextra pelos nossos canais:

Linked In | Facebook | Instagram | Twitter | Blog | Be Dextra

Voltar para as vagas.",3.3,Brazil,201 to 500 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),Dextra,-1,1,0,1,1,1,1,1,0,data engineer,na,3365
285,Data Engineer,"Education / Certification

Bachelor’s degree in Computer Science, Statistics or related field or equivalent work experience


Key Qualifications

Able to demonstrate initiative and a proactive approach to daily tasks
Self-motivated and able to take responsibility
Ability to communicate solution design to teammates and clients
Ability to deliver under tight deadlines and pressure
Ability to align the deliverables with the main goal of the project
Punctual and reliable
Flexible attitude
Able to build good relationships at all levels, internally and externally
Able to interact with clients/business users directly
Fluent in English and Portuguese

Role Overview

Advisory in Data Management and Data Strategy
Data manipulation and transformation (hands on and advisory)
Analyse data in the analytics sandbox
Interact with big data tech stack
Data visualization (evaluation graphs, distributions and etc)
Communicate the results to the client/team
Tools

Considerable knowledge about data lineage, relational data and big data principles
Hadoop Ecosystem (HDFS, Spark (including MLLib), Hive / Beeline, Yarn, Kafka, Zookeeper
In Memory Databases (Gemfire, Redis)
Search Engines (Solr, Elastic Search)
Shell Script
Docker
Git
SQL: Min 3 years hands-on experience (basically ETL’s)
Notebooks (Zepellin and Jupyther)
Considerable knowledge in deployment tools such as Cloud Foundry
Desirable:
Python
Scala
Considerable knowledge in MPP principles
Considerable knowledge in Continuous Integration principles",-1.0,Brazil,-1,-1,-1,-1,-1,-1,CAPCO,-1,1,0,1,0,0,0,1,0,data engineer,na,1506
